comment,date,num_likes,tag,sentiment_score
"네 
나라 참 뭣같이 돌아갑니다
공휴일주말에 어떻게 해서 휴무날 정할까 또 
시민들한테 뭐로 과태료 어떻게 받아낼까 고민 마시고 국개의원님들 개인차량 요일제 운행 적용하시고 대중교통이나 타시고 다닙십쇼",2023.11.2,2,youtube,-4
참 방법이  대안을 마련해주고 하지말라하든가 그냥 하지마 하면 과태료  누구 머리에서 나왔는지 참,2023.11.3,0,youtube,-4
대한민국이 전 세계에서 플라스틱 배출 순위 중 높은 순위를 차지하는 것으로 알고 있는데  플라스틱 사용은 물론 편하지만 지금도 충분히 대체할 수 있는 여러가지 물건들이 많음에도 불구하고 사용되는 것이 참 안타까웠고 미래를 생각하면 참 좋은 정책을 내놓은 것 같아요,2021.2.19,0,youtube,-4
개돼지들 참 어렵게도 산다 친환경 떠드는 단체들은 세금 좀먹이들의 여론전에 이용되고 플라스틱 안쓰면서 고생하고 ㅋㅋㅋ 차라리 대기업한테 환경문제 해결하라 그래라 개돼지들아,2021.2.18,0,youtube,-4
가식 댓글 ㅈㄴ 많넼ㅋㅋㅋㅋ 생각해봐 이 영상 보고 내일 너희들의 모습 에코백 텀블러 들고다닐거같아 여전히 플라스틱 잘 쓸걸 또 잘쓰고나서 이러한 영상 올라오면 가식 ㅈㄴ 떨고 ㅋㅋㅋㅋㅋㅋㅋㅋ,2021.2.18,0,youtube,-4
참 못난정부다세계가 기후변화로 더큰고통을 받고있는데 법까지 마련하고 추진중인 정책을 이런씩으로  멍청하게바꿔버린다는게  정부가 국민들을 얼마나 가볍게 생각하는지  참 어이없는 정부다이런씩으로 정책을뒤집어벌이면 국민들이 그래 잘했다라고 할것같은가이따위로 일을 하니 국민들이 윤씨를 신뢰를 할수가 없다모지리 정부란 말이 딱어울린다,2023.11.7,0,youtube,-4
길에 쓰레기 아무데나 버리는 꼬라지 보면 꼭 필요한 정책이라고 생각하긴하는데 환경오염이고 뭐고 신경 안쓰는 사람들도 많아서 이게 잘 될지 모르겠음,2023.11.2,0,instagram,-3
개념없는 정부조직 환경부 추가요   하나같이 통일성있게 개념 없어줘서 고맙네   불편함 감소 중요하지   근데 좀더 탁상행정이 아닌 신중한 정책을 시행했으면 원망이라도 안듣지  ,2023.11.7,2,instagram,-3
뭐하자는거야  이런다고 총선때 국짐당 너네 뽑아줄줄 아냐      ,2023.11.7,0,instagram,-3
"이재명 이자식......다른 이슈로 자기 이름이 언론에 안올라가니까........별 개솔이로 "" 나~살아있슈~"" 라고 떠드는듯.........."" 저놈 며칠 지나봐요. 주둥이에 프라스틱 빨대 물고 싸돌아다니다가 언론에 노출되면 분명히 이럴겨~~ 내가 프라스틱 빨대 사용이 포퓰리즘이라 했지...안쓴다고 했냐? "" 이럴거여~ 그리고 이재명 저놈은 포퓰리즘의 뜻도 모르고 단어를 사용하는 자라니까......",2023.11.8,55,news,-3
"이재명 이자식......다른 이슈로 자기 이름이 언론에 안올라가니까........별 개솔이로 "" 나~살아있슈~"" 라고 떠드는듯.........."" 저놈 며칠 지나봐요. 주둥이에 프라스틱 빨대 물고 싸돌아다니다가 언론에 노출되면 분명히 이럴겨~~ 내가 프라스틱 빨대 사용이 포퓰리즘이라 했지...안쓴다고 했냐? "" 이럴거여~ 그리고 이재명 저놈은 포퓰리즘의 뜻도 모르고 단어를 사용하는 자라니까......",2023.11.8,3,news,-3
"환경 보호 한답시고 비닐봉지, 종이컵 규제 같은 헛짓거리 하지말고, 차라리 10부제 5부제를 하고, 공장 폐수 대기오염 단속이나 잘 해",2023.11.8,2,news,-3
"환경 보호 한답시고 비닐봉지, 종이컵 규제 같은 헛짓거리 하지말고, 차라리 10부제 5부제를 하고, 공장 폐수 대기오염 단속이나 잘 해",2023.11.8,0,news,-3
누가만들었던 정책인건지 참 ㅋㅋ 보여주기식 친환경때문에 세금만 ㅈㄴ썼네 ㅋㅋ,2023.11.8,25,youtube,-3
탁상행정 그냥 하지말라고만 하면 어쩌라고,2023.11.4,0,youtube,-3
개인 종이컵 들고댕겨야겠다  꼴같지도 않은 법만들고 종이빨대는 무슨 100프로 종이인가 ㅈㄴ 거지같음 ㅡㅡ,2023.11.2,0,youtube,-3
탁상행정 끝판왕이네 ㅅㅣ발 ㅋㅋㅋ,2023.11.2,0,youtube,-3
미국 중국 인도 러시아 세계 대부분의 인구를 가진 큰 나라들은 지키지도 않아요 왜 대안도 없이 우리만 불편 해야함 환경부 일 이따위로 할거면 때려 치워라,2023.11.2,1,youtube,-3
1회용품 아예 사용 못하게 해야 합니다 여기 저기 쑤셔놓고 너무 버려서 주어담고 안에 내용물 버리고 분리수거 하느라 힘듭니다,2023.11.1,0,youtube,-3
무식한 정치인들프라스틱 빨대는 안돼고 종이빨대는 돼고 코팅해서 제활용도 못하는데 차라리 일회용품 제활용방안을 생각해내라그렇찮아도 죽지못해 버티는중인데자영업자 다 죽이지 말고,2023.10.31,0,youtube,-3
코끼리가 아무생각 없이 계속해서 똥 싸는 동안토끼가 환경 생각하며 똥 참는 꼴 ㅋㅋㅋㅋㅋ,2023.10.28,5,youtube,-3
빨대 없이 쳐 먹으면 된다는무논리 새끼들이 많네우선 그게 가능 하려면1컵의 뚜껑이 없이 테이크아웃 해야함2 양을 줄여서 테이크아웃 해야함매장에서 먹을시1립스틱침립밤틴트등 이물질이 없이 설거지 해야 함식당에선 가능하다 보고 음료 매장은 현실적으로 인건비 효율성 위생성이 떨어짐2 컵의 갯수 증가 수십 수백개의 컵 구매 필요행정처리가 너무 통으로 이뤄지는게 이상한 부분인데무논리로 안쓰면 된다 라고대댓달지 마세요,2023.10.26,0,youtube,-3
제발 헛짓거리 좀 하지 말자 우리가 100년을 아껴봐야 중국 인도가 1개월만에 다 말아먹고도 남는다저런 친환경 어쩌고 진짜 뻘짓이야,2023.10.26,0,youtube,-3
빨대고 종이컵이고 백날 규제하면 뭐하냐 중국 인도가 지구 다 오염시키는데 왜 이런 작은 나라에서 이호들갑인가싶다 결국 지구안에서 살꺼고 어차피 환경은 답없음 중국 인도 인구합이 지구 절반 가까이 되는데 진짜 실효성도 없는 환경규제 그만 좀 하자,2023.10.26,0,youtube,-3
우리가 아껴봐야 미국 중국 인도는 쓰레기 막 버린다 ㅋㅋ,2023.10.26,0,youtube,-3
나는 골프웨어가게 하는데 매장에 옷이 몇천개있다 그거다 개별로 비닐포장되어있는데 신상들어올때랑 손님한테 새옷까줄때 버리는 비닐들 진짜 어마어마함 매주 버리는 비닐이 빨때 이딴거에 비해 새발의 피인데 ㅋㅋ 그냥 눈에잘보이는 카페 음식점만 조지는것도 웃김ㅋㅋ인터넷쇼핑몰에서 파는 옷들도 다 비닐에 들어있잖아 전국 옷가게에서 버리는 비닐같은건 생각도 못하는거같네,2023.10.26,0,youtube,-3
플라스틱이나 종이컵만큼 재활용 잘되는게 없다이런 말도안되는 전정부 업적 패기하고 차라리 재활용 비율과 효율성을 끌어올릴 대책을 내놓아라,2023.10.26,1,youtube,-3
참 마음편하다 대안도 없이 그냥 쓰지말라 통보만 하면 국가에서 돈나오고꿀도 이런 꿀이 없네,2023.10.26,0,youtube,-3
미국 유럽 가서 쓰레기통 확인해봐라분리수거재활용 시스템 개선하고 폐기물 처리를 더 효율적으로 개선해야지 탁상행정으로 돈낭비 불편만 초래하네설거지 할때 물 세제 안쓰냐그건 공짜인가,2023.10.25,0,youtube,-3
usercd1ur3li1c 솔직히 탁상행정이죠  개선이 안된면 현재로는 법을어기거나 아니면 컵만식기세척기하는게 좋을듯하네요  정말답이없는 탁상행정  저러면  종이컵회사도 망하고 식당도 인건비가 늘어나고  가격도   올라갈텐데요,2023.10.26,1,youtube,-3
진짜 병신들이 병신 짓거리들 한다 에휴,2023.10.25,0,youtube,-3
왜 ㅅㅂ 종이 각종세제 생활용품도 쓰지말지 ㅋㅋ 국개의원 버러지같은새끼년들 탁상공론 개쩌네 진짜 언제부터 지들이 환경생각했다고,2023.10.25,0,youtube,-3
계도기간이 대비책 마련하라는 의미로 주는 유예기간인데 현장에서 여태 어떻게 해야 하냐고 할 정도면 에휴 이미 유예를 했는데 대책은 없이 또 유예 그리고 또 아무것도 안 할 테고,2023.10.25,8,youtube,-3
이렇게 일회용품 사용을 강력하게 규제해봤자 환경 보호에 얼마나 도움이 되겠나 일본은 방사능 오염수를 그냥 바다에 버리고 중국 미국 인도 동남아 등등 셀 수도 없이 많은 나라가 분리수거는 커녕 일회용품과 플라스틱 사용 넘쳐 난다 탄소배출량을 줄이는 게 목적이면 공장과 기업을 조지던지 소상공인 조져서 언 발에 오줌 누기 밖에 더 하냐최소 10년 전부터 전세계가 합심해서 일회용품 규제에 나섰다면 나도 찬성하겠지만 지금은 소 잃은 외양간 고치는 모양새 밖에 안된다 국민들 조금이라도 좀 편하게 살게 냅둬라 분리수거와 재활용에만 좀 더 투자하고 신경쓰면 지구에서 제일 청결한 나라가 대한민국이다,2023.10.25,40,youtube,-3
국개위원들 진짜 내가 정치 하는 게 더 빠르겠다늙은이들아 그만 거기서 내려와 제발 탁상행정 언제까지 할 생각이냐 돈에 눈만 멀어서 tlqkf,2023.10.25,0,youtube,-3
계도기간을 줬으면 그 기간동안 준비를해서 대비를 해라 좀꼭 ㅅㅂ 계도기간 끝나갈때 발등에 불떨어지면 그때서야 허둥지둥 대책마련에 발동동 구른다느니 계도기간을 더 늘려달라느니 어렵다고 하소연 하는데  ㅅㅂ 그러니까 준비하라고 계도기간준거 아닌가뭔ㅅㅂ 기업들이고 자영업자들이고 사장들은 하나같이 계도기간을 주면 지킬 생각들을 안하냐법정근로시간 주52시간 시행도 계도기간을 줬는데도 대기업을 제외한 기업들은 계도기간 끝나가니까 어렵다느니 하소연해대고 지랄들을 하는데ㅅㅂ 돈쓰기 아깝고 설비늘리는게 아까우니까 안쓰고 인건비로 쓰는게 아까우니까 52시간 안지키는거지뭔 ㅅㅂ 계도기간을 주면 지켜라 이 시바것들아,2023.10.23,0,youtube,-3
userji2yd2zx7l기업이요 개개인에게 환경문제 해결하라고 드리대봤자 시민들 삶만 불편해지고 세금만 뜯어가지 기업이 계속 재활용도 안되는 물품 만들어대면 근본적인 해결이 안됨 특히 어업에서 버려지는 그물들이나 쓰레기들이 환경의 가장 큰 문제인데 그렇게 본격적이고 확실하게 환경을 지키고 싶다면 이에대한 해결을 더 적극적으로 나서야하는거 아님 솔직히 환경문제에 대한 다큐나 환경연구자들 얘기 좀만 관심있게 찾아봤다면 이번정책은 환경문제를 진지하게 생각 한건 아닌거 같고 걍  세금만 더 뜯어갈려는 정책 그 이상 이하도 아니라고봄 게다가 일처리 조차 제대로 못하고 있어서 시민들 혼란스럽게 만드는거 보셈 제대로 생활조사나 대처안도 없이 막 펼치는 정책의 특징임  차라리 진짜로 환경 생각하고 현실적으로 도움 될만한 거라면 친환경 제품을 발명할 수 있도록 연구비 지원이나 하는게 좀 더 효과적이지 않을까 싶음,2023.11.7,0,youtube,-3
일회용품 사용 못하게 하는 거 이것도 국개의원들이 정한 건가대기업은 놔두고 자영업자들만 건드리는 건가대기업에서 나오는 플라스틱이 진짜 많을 거 같은데,2023.11.4,0,youtube,-3
1 인건비 더 쓴다고 500원씩 더 올림2 컵 세척한다고 깨끗한가 아님 3 립스틱 ㅈㄴ 안닦임 친환경 재질 개많은데 일회용품을 규제하냐생분해 비닐도 많고 그런걸로 사게 돌려야지 규제한다고 된다냐,2023.10.25,1,youtube,-3
응 싫어 보증금 우리가 왜줘 커피숍에서 내야지 참 어이가 없네 어차피 저 ㅈㄹ해도 쓸놈은 쓴다,2022.1.19,0,youtube,-3
진짜 경험하지 못한 나라를 만드셨다  K재활용 K환경개선 이 ㅈㄹ하면서 국뽕팔이 하겠지 ㅅㅂ,2021.2.28,0,youtube,-3
솔직히 사회적 풍파 계산도 안하고 바꾸는게 탁상행정의 한계같음 특히 무조건 금지 돈 더내 하는건 세금 뜯고싶어서 환장난 사람들 같음 ㅋㅋㅋ 애초에 다른 음료들은 어떻게 마시라는거임 무작정 금지 하면 모든게 해결됌 ㅋㅋㅋ 곧 에코백도 사재기 막는 법안 만들 듯 ㅋㅋㅋㅋ 1인당 1개 사용 신고제 도입 ㅋㅋㅋㅋ 현 정부 클라스,2021.2.18,0,youtube,-3
한국이 백날 아껴봐야 중국이 다 오염시키는데 헛짓하느라 참 애쓴다 ㅋ,2021.2.18,0,youtube,-3
빨대없어지는건 솔직히 노답 스벅갈때마다 빡치는게 종이빨대때문인데 그래서 부러 스벅안가고 다른카페 가는건데 휘핑도 안돼 빨대도 안돼 컵도 안돼 카페는 왜 다 안돼 저럴거면 카페에서 테이크아웃할 이유 없지 않아 차라리 편의점에서 음료수 사마시지,2021.2.18,7,youtube,-3
총선에 나라의 미래를 팔아 먹는구나 에휴,2023.11.7,3,youtube,-3
매번 생각없이... 대책없이  싸지르는건 세계 1위지  정작  책임지는것들도 없는게  킬포인트,2023.11.9,35,instagram,-2
탄핵이 시급하다 진짜,2023.11.9,0,instagram,-2
총선용,2023.11.9,1,instagram,-2
차라리 친환경제품 지원을 해줘라,2023.11.9,0,instagram,-2
차라리 생분해 플라스틱을 쓰는게 낫지않나,2023.11.9,0,instagram,-2
노근본 탁상행정 종이빨대되고 종이컵안되는,2023.11.9,0,instagram,-2
차라리 텀블러 들고 다니라 그래 본인이 먹고 싶으면 하나씩 들고 다니겠지,2023.11.16,0,instagram,-2
이제 총선지나면 슬그머니 다시 얘기꺼낼거다알아..,2023.11.9,2,instagram,-2
에휴 진작에하던가ㅋ 이제와서 지키겠냐?ㅋ말이되는소리좀해 정부야,2023.11.2,34,instagram,-2
차라리 테이크아웃잔을 사라진다고딱 말하든가.,2023.11.2,0,instagram,-2
중국 미국 러시아 인구 터지는 것들은 1도 실천 안하는데 코딱지만한 우리나라만 제일 지랄 실질적인 해결책을 내야지 카페 다 망하라고 고사를 지내는군,2023.11.2,0,instagram,-2
프랜차이즈나 직원을 여러명 두고 크게 분식집을 운영하지 않는 사람들외에는 열악한 환경인데 .....한숨만 가득 나오는 탁상행정이 눈에 보인다 ,2023.10.26,101,instagram,-2
이쯤되면 총선에 미친 탐욕스런 돼지 정부라고 밖에 볼 수 없는데요  ,2023.11.7,1,instagram,-2
참  답답하네요,2023.11.7,1,instagram,-2
참 단편적으로 정책 오락가락 변경하는거 보면   고위공무원 분들 탁상공론이 얼마나 무서운 효과를 내는지 모르는거 같네요,2023.11.7,21,instagram,-2
총선 끝나면 원래대로 돌아옵니다  시간이 걸리겠지만 야권    석 때려박죠 ,2023.11.7,0,instagram,-2
안타깝긴한데    무책임한 정부도    탓할 수도 없는 노릇이네요  가짜 친환경에 기술적   한계를 넘어서지 못한     참 사업이란 어려운것 같습니다  힘내세요,2023.11.7,0,instagram,-2
아이고     규제철회로 전직원 퇴사처리면 종이빨대 제조 회사는 참 심각할수 밖에 없겠네요,2023.11.7,0,instagram,-2
곰곰히 생각해보니까 좀 이상하네       아니 많이 이상하네 플라스틱컵에 종이빨대로 먹고 있었어 뭔가 너무 언반란스하지 않아   부피적으로 보면 차라리 종이컵에 플라스틱 빨대를 사용하는게 맞지 ,2023.11.7,0,instagram,-2
이랬다가 저랬다가   아 총선이 다가오는구나,2023.11.7,259,instagram,-2
참 나  웃기는 짜장이네 진짜 뭐 이런나라가 다있음   ,2023.11.7,0,instagram,-2
진짜 뭐하세요            와 나 진짜 제발좀 내려와라          아 답답해          역행하는 정부 꼴도 보기 싫어  모든 현안에 대해 본질을 일도 모르는 정부      ,2023.11.7,0,instagram,-2
재명이는 말을 좀 품위있게하면안돼나 ? 더불어당이하는짓은 못믿어요 마약관계 예산 깍아없앤다는말 듣고 마약천국만들려그러나 어이없네 마약하고 연계돼어있나 이해안가는 집단이네,2023.11.8,10,news,-2
재명이는 말을 좀 품위있게하면안돼나 ? 더불어당이하는짓은 못믿어요 마약관계 예산 깍아없앤다는말 듣고 마약천국만들려그러나 어이없네 마약하고 연계돼어있나 이해안가는 집단이네,2023.11.8,55,news,-2
총선용 정책 후퇴 맞지. 윤희숙 씨 말대로 구분해서 시행하는 노력이라도 했어야 함. 비판받아 마땅함.,2023.11.8,4,news,-2
총선용 정책 후퇴 맞지. 윤희숙 씨 말대로 구분해서 시행하는 노력이라도 했어야 함. 비판받아 마땅함.,2023.11.8,0,news,-2
마트에서 1회용 비닐 봉지 대신 두꺼운 다회용 비닐 봉지를 쓰는 미국. 대부분의 사람들이 봉지 안 가지고 오고 새 비닐 봉지에 구매한 물건들을 가져가기 때문에 결국 몇배 더 많은 오염을 일으키고 있다. 탁상행정의 결과이다.,2023.11.8,6,news,-2
전정부 탁상행정의 결과물이죠 뭐,2023.11.7,0,youtube,-2
이제 원가 절감을 해야지그리고 빨대가 없으면 못 마시는게 아니잖아빨대 없이 그냥 먹는 문화를 만들 생각을 해야지계속 뭘 만들 생각만 하고 쓸 생각만 해드라마나 영화나 이쁘고 잘 생긴 배우들이 우선 빨대 없이 마시는 모습 자주 보여줘거의 대부분의 식 문화는 보고 배운다,2023.11.7,14,youtube,-2
종이빨대는 정말 시급하게 세상에서 사라져야함 차라리 빨대 필요없는 뚜껑 그게 더 맘에들더라,2023.11.8,2,youtube,-2
총선 앞두고 이랬다 저랬다한표 얻고자 지랄헌다,2023.11.7,4,youtube,-2
아직도 코로나 하루 3만명인데식당에서 종이컵 못쓰게 한다고 차라리 생분해 되는 종이컵 개발에 좀더 지원을 해주던가 해야지 누가 입데어 마시던 컵을 쓰냐 그리고 누가 씻어라고 하는 꼬라지들하곤,2023.11.7,0,youtube,-2
국민이 ㅈㄴ 불편해지는건데 이건 세계에서 몇번째로 하는거임  이렇게 큰 벌금 제도말야꼭 불편해지는 희생만 누구보다 앞장서는건 아니겠지,2023.11.4,0,youtube,-2
종이 빨대 전형적인 탁상행정의 예시임   실제론   플라스틱 빨대 보다 이산화탄소 34배 더 생성된다   종이빨대 업체랑 커넥션 있엇는지 조사해야할 판임,2023.11.4,0,youtube,-2
환경친화적인 제품부터 만드는게 우선이지 규제하고 과태료만 물리면 다네 전형적인 탁상행정,2023.11.4,0,youtube,-2
편의점에서 막사면  다어떻게들고가는지 참,2023.11.4,0,youtube,-2
탁상행정의 폐해,2023.11.3,0,youtube,-2
이럴꺼면 왜 종이 빨대만들었냐 차라리 먹는 빨대가 더 친환경이다 ㅋㅋ,2023.11.2,0,youtube,-2
탁상행정,2023.11.1,0,youtube,-2
참 쓰잘데기없는짓 하고 있네,2023.11.1,0,youtube,-2
탁상행정 보소,2023.11.1,0,youtube,-2
일회용품은 환경오염에 정말 정말 극소부분으로 알고 있음 기업들 규제해야지 참,2023.11.1,3,youtube,-2
탁상행정의 극치,2023.11.1,0,youtube,-2
저런거 바꾼다고 환경 안바뀜그냥 탁상행정으로 뇌피셜로만좋지 않을까 라는 정신나간 생각으로국민들 피해만 주는 정부 ㅋㅋㅋ 어휴,2023.11.1,0,youtube,-2
아니 우리가 이러면 뭐하냐고 미국 중국 인도가 있는한 아무짝에 쓸모 없다,2023.11.1,0,youtube,-2
ㅈ만한 나라에서 재활용 개같이 하면 뭐하냐 땅떵어리 ㅈㄴ 넓은 외국은 하지도 않는데,2023.11.1,0,youtube,-2
이딴거한다고 자연보호 ㅈ도안돼는데 ㅋㅋ 탁상행정 ㄹㅇ,2023.11.1,0,youtube,-2
걍 차라리 법적으로 개인용 물컵들고다니기하자,2023.11.1,0,youtube,-2
종이컵은 안되는데 설거지 하는 세제는 괜찮고 참 머가리가 단순하다기존거든 신규 물품이든 재활용 할 수 있을 방법을 찾는게 근본적 해결책이지,2023.11.1,0,youtube,-2
그냥 빨대를 안쓰면되지 뭘 이렇다저렇다하는지 참,2023.10.31,0,youtube,-2
업주뿐아니라 사용자도 처벌해야 실효성있지 손님과 주인만 싸우게하는 탁상행정,2023.10.31,3,youtube,-2
야이 머가리 정부야 친황경 제품은 장려를 하고 그래야지 무조건 일회용품 사용 금지만 한다고 되나 해결책을 주면서 사용 규제를 해야 하는데 참 답답하다,2023.10.31,0,youtube,-2
탁상행정,2023.10.31,0,youtube,-2
참 어렵네,2023.10.31,0,youtube,-2
종이컵 규제하는 것보다 배달음식 일회용품 규제하는게 훨씬 효과적이겠다 배달음식 한번만 시켜먹어도 일회용품 쓰레기가 얼마나 발생하는데,2023.10.31,1,youtube,-2
댓글로 미국 중국 얘기하는 사람들 아직도 있는데 얘들은 땅덩어리가 커서 매립하는게 이득이니까 그렇게 하는거임 애초에 비교대상이 못됨,2023.10.31,0,youtube,-2
아니 납득 가능한 대책을 내놓고 금지를 지켜야지귀찮지 않으면서 불편하지 않고 일회용품을 줄일 수 있는 대책을 만들어바그럼 자연스럽게 안착한다,2023.10.31,0,youtube,-2
기본택시비를 천원으로 아는 의원이있던데경험없이  탁상행정이 문제야,2023.10.30,0,youtube,-2
말도안되는 정책이지 중국 미국 일본가도 플라스틱 멀쩡하게 사용하는데 저걸 실효성이 있다고 생각하나 공무원들은 너무탁상행정인데,2023.10.30,0,youtube,-2
참 생각없이 돈만 뜯어내려고,2023.10.30,0,youtube,-2
길거리에 쓰레기 버리는 개념없는 놈들부터 해결하는게 우선일듯,2023.10.30,0,youtube,-2
별 그지 같은 규제 때문에 도대체 몇개의 업체가 문을 닫는거냐 참 할일두 드럽게 없다 정치 하는 꼬라지참,2023.10.30,1,youtube,-2
대표적인 탁상행정으로 나중에 기억될듯,2023.10.30,0,youtube,-2
그냥 행정 편의주의로 일하네일회용품 리사이클링  프로그램 만들면  일회용품제조업체수거업체 리사이클링제조업체등등  일자리 늘어 나잖아 늘공들  하는짓이 참,2023.10.30,0,youtube,-2
탁상행정의 끝을 보여주는구만,2023.10.30,0,youtube,-2
진짜 탁상행정,2023.10.29,0,youtube,-2
병신 틀딱들이 성질내면서 종이컵 줘 이지랄 할거면서,2023.10.29,0,youtube,-2
